problem_id,title,company,frequency,difficulty,topics,acceptance_rate,premium,category,likes,dislikes,url,freq_score,difficulty_num,relevance_score
1151,Minimum Swaps to Group All 1's Together,Amazon,21.0,Medium,"Array, Sliding Window",61.1,True,Algorithms,1267,18,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together,0.1724,2,0.3034
1146,Snapshot Array,Google,36.0,Medium,"Array, Hash Table, Binary Search, Design",36.67,False,Algorithms,3838,533,https://leetcode.com/problems/snapshot-array,0.48,2,0.488
1143,Longest Common Subsequence,Amazon,6.0,Medium,"String, Dynamic Programming",58.42,False,Algorithms,14546,233,https://leetcode.com/problems/longest-common-subsequence,0.0431,2,0.2259
1138,Alphabet Board Path,Amazon,2.0,Medium,"Hash Table, String",51.62,False,Algorithms,925,185,https://leetcode.com/problems/alphabet-board-path,0.0086,2,0.2052
1137,N-th Tribonacci Number,Amazon,3.0,Easy,"Math, Dynamic Programming, Memoization",63.5,False,Algorithms,4692,207,https://leetcode.com/problems/n-th-tribonacci-number,0.0172,1,0.4103
1136,Parallel Courses,Amazon,2.0,Medium,"Graph, Topological Sort",61.87,True,Algorithms,1204,27,https://leetcode.com/problems/parallel-courses,0.0086,2,0.2052
1134,Armstrong Number,Amazon,1.0,Easy,Math,77.86,True,Algorithms,215,20,https://leetcode.com/problems/armstrong-number,0.0,1,0.4
1133,Largest Unique Number,Amazon,1.0,Easy,"Array, Hash Table, Sorting",70.87,True,Algorithms,348,18,https://leetcode.com/problems/largest-unique-number,0.0,1,0.4
1128,Number of Equivalent Domino Pairs,Amazon,1.0,Easy,"Array, Hash Table, Counting",60.63,False,Algorithms,1094,370,https://leetcode.com/problems/number-of-equivalent-domino-pairs,0.0,1,0.4
1122,Relative Sort Array,Google,2.0,Easy,"Array, Hash Table, Sorting, Counting Sort",74.95,False,Algorithms,3269,196,https://leetcode.com/problems/relative-sort-array,0.0267,1,0.416
1170,Compare Strings by Frequency of the Smallest Character,Google,2.0,Medium,"Array, Hash Table, String, Binary Search, Sorting",62.81,False,Algorithms,740,979,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,0.0267,2,0.216
1119,Remove Vowels from a String,Amazon,3.0,Easy,String,91.23,True,Algorithms,366,115,https://leetcode.com/problems/remove-vowels-from-a-string,0.0172,1,0.4103
1118,Number of Days in a Month,Amazon,1.0,Easy,Math,59.13,True,Algorithms,46,180,https://leetcode.com/problems/number-of-days-in-a-month,0.0,1,0.4
1114,Print in Order,Google,2.0,Easy,Concurrency,71.85,False,Concurrency,1543,216,https://leetcode.com/problems/print-in-order,0.0267,1,0.416
1110,Delete Nodes And Return Forest,Google,6.0,Medium,"Array, Hash Table, Tree, Depth-First Search, Binary Tree",72.44,False,Algorithms,4731,143,https://leetcode.com/problems/delete-nodes-and-return-forest,0.08,2,0.248
1108,Defanging an IP Address,Google,2.0,Easy,String,89.77,False,Algorithms,2269,1777,https://leetcode.com/problems/defanging-an-ip-address,0.0267,1,0.416
1108,Defanging an IP Address,Amazon,2.0,Easy,String,89.77,False,Algorithms,2269,1777,https://leetcode.com/problems/defanging-an-ip-address,0.0086,1,0.4052
1100,Find K-Length Substrings With No Repeated Characters,Amazon,4.0,Medium,"Hash Table, String, Sliding Window",76.32,True,Algorithms,599,11,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,0.0259,2,0.2155
1099,Two Sum Less Than K,Amazon,3.0,Easy,"Array, Two Pointers, Binary Search, Sorting",62.04,True,Algorithms,1162,134,https://leetcode.com/problems/two-sum-less-than-k,0.0172,1,0.4103
1094,Car Pooling,Amazon,9.0,Medium,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum",56.12,False,Algorithms,4700,115,https://leetcode.com/problems/car-pooling,0.069,2,0.2414
1094,Car Pooling,Google,3.0,Medium,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum",56.12,False,Algorithms,4700,115,https://leetcode.com/problems/car-pooling,0.04,2,0.224
1090,Largest Values From Labels,Google,1.0,Medium,"Array, Hash Table, Greedy, Sorting, Counting",63.45,False,Algorithms,489,635,https://leetcode.com/problems/largest-values-from-labels,0.0133,2,0.208
1091,Shortest Path in Binary Matrix,Amazon,9.0,Medium,"Array, Breadth-First Search, Matrix",50.24,False,Algorithms,7112,268,https://leetcode.com/problems/shortest-path-in-binary-matrix,0.069,2,0.2414
1091,Shortest Path in Binary Matrix,Google,5.0,Medium,"Array, Breadth-First Search, Matrix",50.24,False,Algorithms,7112,268,https://leetcode.com/problems/shortest-path-in-binary-matrix,0.0667,2,0.24
1087,Brace Expansion,Google,4.0,Medium,"String, Backtracking, Breadth-First Search",66.74,True,Algorithms,654,57,https://leetcode.com/problems/brace-expansion,0.0533,2,0.232
1087,Brace Expansion,Amazon,2.0,Medium,"String, Backtracking, Breadth-First Search",66.74,True,Algorithms,654,57,https://leetcode.com/problems/brace-expansion,0.0086,2,0.2052
1085,Sum of Digits in the Minimum Number,Amazon,1.0,Easy,"Array, Math",76.6,True,Algorithms,121,151,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,0.0,1,0.4
1079,Letter Tile Possibilities,Google,1.0,Medium,"Hash Table, String, Backtracking, Counting",83.59,False,Algorithms,3111,88,https://leetcode.com/problems/letter-tile-possibilities,0.0133,2,0.208
1078,Occurrences After Bigram,Google,1.0,Easy,String,63.73,False,Algorithms,514,367,https://leetcode.com/problems/occurrences-after-bigram,0.0133,1,0.408
1066,Campus Bikes II,Google,2.0,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",55.3,True,Algorithms,944,87,https://leetcode.com/problems/campus-bikes-ii,0.0267,2,0.216
1066,Campus Bikes II,Amazon,2.0,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",55.3,True,Algorithms,944,87,https://leetcode.com/problems/campus-bikes-ii,0.0086,2,0.2052
1065,Index Pairs of a String,Amazon,1.0,Easy,"Array, String, Trie, Sorting",68.32,True,Algorithms,383,109,https://leetcode.com/problems/index-pairs-of-a-string,0.0,1,0.4
1057,Campus Bikes,Amazon,2.0,Medium,"Array, Sorting, Heap (Priority Queue)",59.0,True,Algorithms,999,196,https://leetcode.com/problems/campus-bikes,0.0086,2,0.2052
1056,Confusing Number,Google,2.0,Easy,Math,49.28,True,Algorithms,328,182,https://leetcode.com/problems/confusing-number,0.0267,1,0.416
1047,Remove All Adjacent Duplicates In String,Amazon,4.0,Easy,"String, Stack",71.91,False,Algorithms,6907,269,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,0.0259,1,0.4155
1046,Last Stone Weight,Amazon,4.0,Easy,"Array, Heap (Priority Queue)",66.05,False,Algorithms,6421,149,https://leetcode.com/problems/last-stone-weight,0.0259,1,0.4155
1043,Partition Array for Maximum Sum,Amazon,4.0,Medium,"Array, Dynamic Programming",77.15,False,Algorithms,4935,433,https://leetcode.com/problems/partition-array-for-maximum-sum,0.0259,2,0.2155
1038,Binary Search Tree to Greater Sum Tree,Amazon,2.0,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",88.28,False,Algorithms,4469,169,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,0.0086,2,0.2052
1037,Valid Boomerang,Google,1.0,Easy,"Array, Math, Geometry",38.3,False,Algorithms,448,538,https://leetcode.com/problems/valid-boomerang,0.0133,1,0.408
1026,Maximum Difference Between Node and Ancestor,Amazon,4.0,Medium,"Tree, Depth-First Search, Binary Tree",78.08,False,Algorithms,5053,169,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,0.0259,2,0.2155
1026,Maximum Difference Between Node and Ancestor,Google,2.0,Medium,"Tree, Depth-First Search, Binary Tree",78.08,False,Algorithms,5053,169,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,0.0267,2,0.216
1025,Divisor Game,Google,2.0,Easy,"Math, Dynamic Programming, Brainteaser, Game Theory",70.67,False,Algorithms,2343,4198,https://leetcode.com/problems/divisor-game,0.0267,1,0.416
1024,Video Stitching,Google,2.0,Medium,"Array, Dynamic Programming, Greedy",52.13,False,Algorithms,1821,63,https://leetcode.com/problems/video-stitching,0.0267,2,0.216
1024,Video Stitching,Amazon,2.0,Medium,"Array, Dynamic Programming, Greedy",52.13,False,Algorithms,1821,63,https://leetcode.com/problems/video-stitching,0.0086,2,0.2052
1022,Sum of Root To Leaf Binary Numbers,Amazon,2.0,Easy,"Tree, Depth-First Search, Binary Tree",73.5,False,Algorithms,3422,193,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers,0.0086,1,0.4052
1020,Number of Enclaves,Google,1.0,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",70.96,False,Algorithms,4420,86,https://leetcode.com/problems/number-of-enclaves,0.0133,2,0.208
1019,Next Greater Node In Linked List,Amazon,5.0,Medium,"Array, Linked List, Stack, Monotonic Stack",62.57,False,Algorithms,3445,124,https://leetcode.com/problems/next-greater-node-in-linked-list,0.0345,2,0.2207
1014,Best Sightseeing Pair,Google,2.0,Medium,"Array, Dynamic Programming",62.6,False,Algorithms,3259,75,https://leetcode.com/problems/best-sightseeing-pair,0.0267,2,0.216
1010,Pairs of Songs With Total Durations Divisible by 60,Amazon,14.0,Medium,"Array, Hash Table, Counting",53.28,False,Algorithms,4295,181,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,0.1121,2,0.2673
1008,Construct Binary Search Tree from Preorder Traversal,Amazon,4.0,Medium,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree",83.6,False,Algorithms,6572,91,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,0.0259,2,0.2155
1005,Maximize Sum Of Array After K Negations,Amazon,2.0,Easy,"Array, Greedy, Sorting",52.72,False,Algorithms,1646,122,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,0.0086,1,0.4052
1004,Max Consecutive Ones III,Google,3.0,Medium,"Array, Binary Search, Sliding Window, Prefix Sum",66.41,False,Algorithms,9738,166,https://leetcode.com/problems/max-consecutive-ones-iii,0.04,2,0.224
1004,Max Consecutive Ones III,Amazon,2.0,Medium,"Array, Binary Search, Sliding Window, Prefix Sum",66.41,False,Algorithms,9738,166,https://leetcode.com/problems/max-consecutive-ones-iii,0.0086,2,0.2052
1002,Find Common Characters,Amazon,4.0,Easy,"Array, Hash Table, String",74.56,False,Algorithms,4420,428,https://leetcode.com/problems/find-common-characters,0.0259,1,0.4155
981,Time Based Key-Value Store,Amazon,9.0,Medium,"Hash Table, String, Binary Search, Design",49.45,False,Algorithms,5101,689,https://leetcode.com/problems/time-based-key-value-store,0.069,2,0.2414
981,Time Based Key-Value Store,Google,4.0,Medium,"Hash Table, String, Binary Search, Design",49.45,False,Algorithms,5101,689,https://leetcode.com/problems/time-based-key-value-store,0.0533,2,0.232
997,Find the Town Judge,Google,2.0,Easy,"Array, Hash Table, Graph",50.14,False,Algorithms,6837,620,https://leetcode.com/problems/find-the-town-judge,0.0267,1,0.416
997,Find the Town Judge,Amazon,2.0,Easy,"Array, Hash Table, Graph",50.14,False,Algorithms,6837,620,https://leetcode.com/problems/find-the-town-judge,0.0086,1,0.4052
994,Rotting Oranges,Amazon,35.0,Medium,"Array, Breadth-First Search, Matrix",57.12,False,Algorithms,14308,453,https://leetcode.com/problems/rotting-oranges,0.2931,2,0.3759
993,Cousins in Binary Tree,Amazon,3.0,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",58.45,False,Algorithms,4250,227,https://leetcode.com/problems/cousins-in-binary-tree,0.0172,1,0.4103
987,Vertical Order Traversal of a Binary Tree,Amazon,10.0,Hard,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",51.99,False,Algorithms,8311,4380,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,0.0776,3,0.1799
980,Unique Paths III,Amazon,3.0,Hard,"Array, Backtracking, Bit Manipulation, Matrix",82.45,False,Algorithms,5368,194,https://leetcode.com/problems/unique-paths-iii,0.0172,3,0.1437
979,Distribute Coins in Binary Tree,Amazon,2.0,Medium,"Tree, Depth-First Search, Binary Tree",77.19,False,Algorithms,5982,243,https://leetcode.com/problems/distribute-coins-in-binary-tree,0.0086,2,0.2052
977,Squares of a Sorted Array,Amazon,13.0,Easy,"Array, Two Pointers, Sorting",73.3,False,Algorithms,9795,257,https://leetcode.com/problems/squares-of-a-sorted-array,0.1034,1,0.462
977,Squares of a Sorted Array,Google,5.0,Easy,"Array, Two Pointers, Sorting",73.3,False,Algorithms,9795,257,https://leetcode.com/problems/squares-of-a-sorted-array,0.0667,1,0.44
974,Subarray Sums Divisible by K,Amazon,3.0,Medium,"Array, Hash Table, Prefix Sum",55.7,False,Algorithms,7582,337,https://leetcode.com/problems/subarray-sums-divisible-by-k,0.0172,2,0.2103
973,K Closest Points to Origin,Amazon,49.0,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect",68.16,False,Algorithms,8840,331,https://leetcode.com/problems/k-closest-points-to-origin,0.4138,2,0.4483
973,K Closest Points to Origin,Google,3.0,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect",68.16,False,Algorithms,8840,331,https://leetcode.com/problems/k-closest-points-to-origin,0.04,2,0.224
970,Powerful Integers,Amazon,2.0,Medium,"Hash Table, Math, Enumeration",44.19,False,Algorithms,415,85,https://leetcode.com/problems/powerful-integers,0.0086,2,0.2052
965,Univalued Binary Tree,Google,3.0,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",72.34,False,Algorithms,1955,65,https://leetcode.com/problems/univalued-binary-tree,0.04,1,0.424
954,Array of Doubled Pairs,Google,3.0,Medium,"Array, Hash Table, Greedy, Sorting",39.5,False,Algorithms,1561,180,https://leetcode.com/problems/array-of-doubled-pairs,0.04,2,0.224
953,Verifying an Alien Dictionary,Amazon,2.0,Easy,"Array, Hash Table, String",55.64,False,Algorithms,4999,1671,https://leetcode.com/problems/verifying-an-alien-dictionary,0.0086,1,0.4052
951,Flip Equivalent Binary Trees,Google,2.0,Medium,"Tree, Depth-First Search, Binary Tree",69.65,False,Algorithms,2865,119,https://leetcode.com/problems/flip-equivalent-binary-trees,0.0267,2,0.216
946,Validate Stack Sequences,Amazon,4.0,Medium,"Array, Stack, Simulation",69.79,False,Algorithms,6043,127,https://leetcode.com/problems/validate-stack-sequences,0.0259,2,0.2155
944,Delete Columns to Make Sorted,Google,1.0,Easy,"Array, String",74.83,False,Algorithms,1754,2905,https://leetcode.com/problems/delete-columns-to-make-sorted,0.0133,1,0.408
941,Valid Mountain Array,Amazon,2.0,Easy,Array,34.44,False,Algorithms,3058,197,https://leetcode.com/problems/valid-mountain-array,0.0086,1,0.4052
938,Range Sum of BST,Amazon,4.0,Easy,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",87.49,False,Algorithms,7161,387,https://leetcode.com/problems/range-sum-of-bst,0.0259,1,0.4155
935,Knight Dialer,Amazon,3.0,Medium,Dynamic Programming,61.35,False,Algorithms,3150,450,https://leetcode.com/problems/knight-dialer,0.0172,2,0.2103
931,Minimum Falling Path Sum,Google,2.0,Medium,"Array, Dynamic Programming, Matrix",61.03,False,Algorithms,6782,167,https://leetcode.com/problems/minimum-falling-path-sum,0.0267,2,0.216
925,Long Pressed Name,Google,2.0,Easy,"Two Pointers, String",32.61,False,Algorithms,2550,399,https://leetcode.com/problems/long-pressed-name,0.0267,1,0.416
923,3Sum With Multiplicity,Amazon,2.0,Medium,"Array, Hash Table, Two Pointers, Sorting, Counting",45.9,False,Algorithms,2664,327,https://leetcode.com/problems/3sum-with-multiplicity,0.0086,2,0.2052
921,Minimum Add to Make Parentheses Valid,Amazon,3.0,Medium,"String, Stack, Greedy",74.57,False,Algorithms,4803,244,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,0.0172,2,0.2103
918,Maximum Sum Circular Subarray,Amazon,6.0,Medium,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue",48.15,False,Algorithms,7077,331,https://leetcode.com/problems/maximum-sum-circular-subarray,0.0431,2,0.2259
918,Maximum Sum Circular Subarray,Google,3.0,Medium,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue",48.15,False,Algorithms,7077,331,https://leetcode.com/problems/maximum-sum-circular-subarray,0.04,2,0.224
917,Reverse Only Letters,Amazon,2.0,Easy,"Two Pointers, String",67.17,False,Algorithms,2377,80,https://leetcode.com/problems/reverse-only-letters,0.0086,1,0.4052
914,X of a Kind in a Deck of Cards,Google,2.0,Easy,"Array, Hash Table, Math, Counting, Number Theory",29.9,False,Algorithms,1869,556,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,0.0267,1,0.416
912,Sort an Array,Amazon,3.0,Medium,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort",56.36,False,Algorithms,6905,831,https://leetcode.com/problems/sort-an-array,0.0172,2,0.2103
901,Online Stock Span,Amazon,6.0,Medium,"Stack, Design, Monotonic Stack, Data Stream",67.84,False,Algorithms,6929,475,https://leetcode.com/problems/online-stock-span,0.0431,2,0.2259
904,Fruit Into Baskets,Amazon,4.0,Medium,"Array, Hash Table, Sliding Window",49.35,False,Algorithms,5722,501,https://leetcode.com/problems/fruit-into-baskets,0.0259,2,0.2155
900,RLE Iterator,Google,3.0,Medium,"Array, Design, Counting, Iterator",58.94,False,Algorithms,761,198,https://leetcode.com/problems/rle-iterator,0.04,2,0.224
896,Monotonic Array,Amazon,2.0,Easy,Array,61.83,False,Algorithms,3190,98,https://leetcode.com/problems/monotonic-array,0.0086,1,0.4052
895,Maximum Frequency Stack,Amazon,5.0,Hard,"Hash Table, Stack, Design, Ordered Set",66.35,False,Algorithms,4849,77,https://leetcode.com/problems/maximum-frequency-stack,0.0345,3,0.154
892,Surface Area of 3D Shapes,Amazon,2.0,Easy,"Array, Math, Geometry, Matrix",68.46,False,Algorithms,593,759,https://leetcode.com/problems/surface-area-of-3d-shapes,0.0086,1,0.4052
888,Fair Candy Swap,Amazon,2.0,Easy,"Array, Hash Table, Binary Search, Sorting",63.61,False,Algorithms,2202,409,https://leetcode.com/problems/fair-candy-swap,0.0086,1,0.4052
884,Uncommon Words from Two Sentences,Google,2.0,Easy,"Hash Table, String, Counting",75.41,False,Algorithms,1865,208,https://leetcode.com/problems/uncommon-words-from-two-sentences,0.0267,1,0.416
881,Boats to Save People,Amazon,4.0,Medium,"Array, Two Pointers, Greedy, Sorting",60.62,False,Algorithms,6697,169,https://leetcode.com/problems/boats-to-save-people,0.0259,2,0.2155
880,Decoded String at Index,Amazon,2.0,Medium,"String, Stack",36.71,False,Algorithms,2581,363,https://leetcode.com/problems/decoded-string-at-index,0.0086,2,0.2052
877,Stone Game,Amazon,2.0,Medium,"Array, Math, Dynamic Programming, Game Theory",71.76,False,Algorithms,3442,2938,https://leetcode.com/problems/stone-game,0.0086,2,0.2052
876,Middle of the Linked List,Amazon,5.0,Easy,"Linked List, Two Pointers",80.9,False,Algorithms,12673,419,https://leetcode.com/problems/middle-of-the-linked-list,0.0345,1,0.4207
876,Middle of the Linked List,Google,3.0,Easy,"Linked List, Two Pointers",80.9,False,Algorithms,12673,419,https://leetcode.com/problems/middle-of-the-linked-list,0.04,1,0.424
872,Leaf-Similar Trees,Google,2.0,Easy,"Tree, Depth-First Search, Binary Tree",70.13,False,Algorithms,4290,122,https://leetcode.com/problems/leaf-similar-trees,0.0267,1,0.416
867,Transpose Matrix,Amazon,2.0,Easy,"Array, Matrix, Simulation",74.7,False,Algorithms,4017,453,https://leetcode.com/problems/transpose-matrix,0.0086,1,0.4052
861,Score After Flipping Matrix,Amazon,2.0,Medium,"Array, Greedy, Bit Manipulation, Matrix",80.26,False,Algorithms,2413,222,https://leetcode.com/problems/score-after-flipping-matrix,0.0086,2,0.2052
860,Lemonade Change,Amazon,3.0,Easy,"Array, Greedy",58.58,False,Algorithms,3190,206,https://leetcode.com/problems/lemonade-change,0.0172,1,0.4103
856,Score of Parentheses,Amazon,4.0,Medium,"String, Stack",63.65,False,Algorithms,5555,230,https://leetcode.com/problems/score-of-parentheses,0.0259,2,0.2155
852,Peak Index in a Mountain Array,Amazon,10.0,Medium,"Array, Binary Search",67.36,False,Algorithms,8150,1936,https://leetcode.com/problems/peak-index-in-a-mountain-array,0.0776,2,0.2466
852,Peak Index in a Mountain Array,Google,2.0,Medium,"Array, Binary Search",67.36,False,Algorithms,8150,1936,https://leetcode.com/problems/peak-index-in-a-mountain-array,0.0267,2,0.216
849,Maximize Distance to Closest Person,Google,3.0,Medium,Array,49.16,False,Algorithms,3291,201,https://leetcode.com/problems/maximize-distance-to-closest-person,0.04,2,0.224
849,Maximize Distance to Closest Person,Amazon,3.0,Medium,Array,49.16,False,Algorithms,3291,201,https://leetcode.com/problems/maximize-distance-to-closest-person,0.0172,2,0.2103
844,Backspace String Compare,Google,3.0,Easy,"Two Pointers, String, Stack, Simulation",49.55,False,Algorithms,7774,375,https://leetcode.com/problems/backspace-string-compare,0.04,1,0.424
841,Keys and Rooms,Amazon,6.0,Medium,"Depth-First Search, Breadth-First Search, Graph",74.92,False,Algorithms,6492,294,https://leetcode.com/problems/keys-and-rooms,0.0431,2,0.2259
840,Magic Squares In Grid,Google,3.0,Medium,"Array, Hash Table, Math, Matrix",51.52,False,Algorithms,832,1837,https://leetcode.com/problems/magic-squares-in-grid,0.04,2,0.224
832,Flipping an Image,Google,3.0,Easy,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation",83.11,False,Algorithms,3605,252,https://leetcode.com/problems/flipping-an-image,0.04,1,0.424
830,Positions of Large Groups,Google,3.0,Easy,String,53.24,False,Algorithms,905,126,https://leetcode.com/problems/positions-of-large-groups,0.04,1,0.424
823,Binary Trees With Factors,Amazon,2.0,Medium,"Array, Hash Table, Dynamic Programming, Sorting",52.95,False,Algorithms,3349,259,https://leetcode.com/problems/binary-trees-with-factors,0.0086,2,0.2052
820,Short Encoding of Words,Amazon,2.0,Medium,"Array, Hash Table, String, Trie",60.6,False,Algorithms,1773,664,https://leetcode.com/problems/short-encoding-of-words,0.0086,2,0.2052
819,Most Common Word,Amazon,2.0,Easy,"Array, Hash Table, String, Counting",44.68,False,Algorithms,1788,3107,https://leetcode.com/problems/most-common-word,0.0086,1,0.4052
816,Ambiguous Coordinates,Google,1.0,Medium,"String, Backtracking, Enumeration",56.05,False,Algorithms,334,667,https://leetcode.com/problems/ambiguous-coordinates,0.0133,2,0.208
812,Largest Triangle Area,Google,1.0,Easy,"Array, Math, Geometry",62.37,False,Algorithms,559,1612,https://leetcode.com/problems/largest-triangle-area,0.0133,1,0.408
809,Expressive Words,Google,3.0,Medium,"Array, Two Pointers, String",46.47,False,Algorithms,896,1939,https://leetcode.com/problems/expressive-words,0.04,2,0.224
807,Max Increase to Keep City Skyline,Google,3.0,Medium,"Array, Greedy, Matrix",86.27,False,Algorithms,2630,542,https://leetcode.com/problems/max-increase-to-keep-city-skyline,0.04,2,0.224
807,Max Increase to Keep City Skyline,Amazon,2.0,Medium,"Array, Greedy, Matrix",86.27,False,Algorithms,2630,542,https://leetcode.com/problems/max-increase-to-keep-city-skyline,0.0086,2,0.2052
800,Similar RGB Color,Google,1.0,Easy,"Math, String, Enumeration",67.84,True,Algorithms,111,688,https://leetcode.com/problems/similar-rgb-color,0.0133,1,0.408
799,Champagne Tower,Amazon,2.0,Medium,Dynamic Programming,58.36,False,Algorithms,3720,209,https://leetcode.com/problems/champagne-tower,0.0086,2,0.2052
792,Number of Matching Subsequences,Google,15.0,Medium,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting",50.65,False,Algorithms,5693,241,https://leetcode.com/problems/number-of-matching-subsequences,0.2,2,0.32
789,Escape The Ghosts,Google,1.0,Medium,"Array, Math",62.78,False,Algorithms,313,34,https://leetcode.com/problems/escape-the-ghosts,0.0133,2,0.208
788,Rotated Digits,Google,2.0,Medium,"Math, Dynamic Programming",56.51,False,Algorithms,769,1944,https://leetcode.com/problems/rotated-digits,0.0267,2,0.216
781,Rabbits in Forest,Amazon,2.0,Medium,"Array, Hash Table, Math, Greedy",58.15,False,Algorithms,2062,969,https://leetcode.com/problems/rabbits-in-forest,0.0086,2,0.2052
776,Split BST,Google,3.0,Medium,"Tree, Binary Search Tree, Recursion, Binary Tree",82.39,True,Algorithms,1081,104,https://leetcode.com/problems/split-bst,0.04,2,0.224
775,Global and Local Inversions,Google,2.0,Medium,"Array, Math",42.42,False,Algorithms,1861,381,https://leetcode.com/problems/global-and-local-inversions,0.0267,2,0.216
771,Jewels and Stones,Amazon,3.0,Easy,"Hash Table, String",89.32,False,Algorithms,5316,619,https://leetcode.com/problems/jewels-and-stones,0.0172,1,0.4103
771,Jewels and Stones,Google,2.0,Easy,"Hash Table, String",89.32,False,Algorithms,5316,619,https://leetcode.com/problems/jewels-and-stones,0.0267,1,0.416
769,Max Chunks To Make Sorted,Amazon,2.0,Medium,"Array, Stack, Greedy, Sorting, Monotonic Stack",64.1,False,Algorithms,3593,359,https://leetcode.com/problems/max-chunks-to-make-sorted,0.0086,2,0.2052
767,Reorganize String,Amazon,17.0,Medium,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",56.38,False,Algorithms,8999,279,https://leetcode.com/problems/reorganize-string,0.1379,2,0.2827
767,Reorganize String,Google,4.0,Medium,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",56.38,False,Algorithms,8999,279,https://leetcode.com/problems/reorganize-string,0.0533,2,0.232
763,Partition Labels,Amazon,4.0,Medium,"Hash Table, Two Pointers, String, Greedy",81.6,False,Algorithms,11042,434,https://leetcode.com/problems/partition-labels,0.0259,2,0.2155
763,Partition Labels,Google,2.0,Medium,"Hash Table, Two Pointers, String, Greedy",81.6,False,Algorithms,11042,434,https://leetcode.com/problems/partition-labels,0.0267,2,0.216
762,Prime Number of Set Bits in Binary Representation,Amazon,1.0,Easy,"Math, Bit Manipulation",71.34,False,Algorithms,750,512,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,0.0,1,0.4
760,Find Anagram Mappings,Google,1.0,Easy,"Array, Hash Table",83.92,True,Algorithms,623,233,https://leetcode.com/problems/find-anagram-mappings,0.0133,1,0.408
758,Bold Words in String,Google,2.0,Medium,"Array, Hash Table, String, Trie, String Matching",52.22,True,Algorithms,277,124,https://leetcode.com/problems/bold-words-in-string,0.0267,2,0.216
756,Pyramid Transition Matrix,Google,2.0,Medium,"Bit Manipulation, Depth-First Search, Breadth-First Search",53.04,False,Algorithms,550,492,https://leetcode.com/problems/pyramid-transition-matrix,0.0267,2,0.216
756,Pyramid Transition Matrix,Amazon,2.0,Medium,"Bit Manipulation, Depth-First Search, Breadth-First Search",53.04,False,Algorithms,550,492,https://leetcode.com/problems/pyramid-transition-matrix,0.0086,2,0.2052
754,Reach a Number,Amazon,5.0,Medium,"Math, Binary Search",44.07,False,Algorithms,1900,832,https://leetcode.com/problems/reach-a-number,0.0345,2,0.2207
748,Shortest Completing Word,Google,2.0,Easy,"Array, Hash Table, String",61.67,False,Algorithms,598,1128,https://leetcode.com/problems/shortest-completing-word,0.0267,1,0.416
746,Min Cost Climbing Stairs,Amazon,5.0,Easy,"Array, Dynamic Programming",67.44,False,Algorithms,12047,1857,https://leetcode.com/problems/min-cost-climbing-stairs,0.0345,1,0.4207
744,Find Smallest Letter Greater Than Target,Amazon,2.0,Easy,"Array, Binary Search",54.4,False,Algorithms,4726,2216,https://leetcode.com/problems/find-smallest-letter-greater-than-target,0.0086,1,0.4052
